drug,source,field,token,theme
CMPD-1,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
VANOXERINE,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
MK-2461,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MK-2461,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MK-2461,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MK-2461,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
AMG-208,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
TECASTEMIZOLE,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
PF-05212384,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
PF-05212384,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
SB-2343,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
ABT-737,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
SB-590885,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
MGCD-265,drug_sample,PUTATIVE_TARGET,AXL,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MGCD-265,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
PP-121,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
PP-121,drug_sample,PUTATIVE_TARGET,HCK,SRC_LCK_NONRECEPTOR_TK
PP-121,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
PP-121,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
GTP-14564,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
GTP-14564,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TORIN-1,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
TYRPHOSTIN-AG-1296,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MEK1-2-INHIBITOR,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
CGP-52411,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
GW-788388,drug_sample,PUTATIVE_TARGET,LCK,SRC_LCK_NONRECEPTOR_TK
GW-788388,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
TORIN-2,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
PP-1,drug_sample,PUTATIVE_TARGET,HCK,SRC_LCK_NONRECEPTOR_TK
PP-1,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
WHI-P154,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
MORIN,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
MORIN,drug_sample,PUTATIVE_TARGET,SLC22A12,ION_CHANNEL_TRANSPORTER
GDC-0879,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
PP-2,drug_sample,PUTATIVE_TARGET,LCK,SRC_LCK_NONRECEPTOR_TK
PP-2,drug_sample,PUTATIVE_TARGET,LYN,SRC_LCK_NONRECEPTOR_TK
PP-2,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
1-NAPHTHYL-PP1,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
"MNS-(3,4-METHYLENEDIOXY-NITROSTYRENE)",drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
"MNS-(3,4-METHYLENEDIOXY-NITROSTYRENE)",drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
SAR131675,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
HA14-1,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
K-858,drug_sample,PUTATIVE_TARGET,KIF11,CELL_CYCLE_MITOSIS_KINASE
GSK1838705A,drug_sample,PUTATIVE_TARGET,ALK,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CHIR-124,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
A-674563,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
GAMMA-AMINOBUTYRIC-ACID,drug_sample,PUTATIVE_TARGET,SLC6A1,ION_CHANNEL_TRANSPORTER
PD-173074,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
PD-173074,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
WZ-3146,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
NVP-BVU972,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
GW-583340,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
GW-583340,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
JQ1-(+),drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
TYRPHOSTIN-AG-494,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
TYRPHOSTIN-AG-1478,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
TYRPHOSTIN-AG-1478,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
TYRPHOSTIN-AG-99,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
SB-218078,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
PD-198306,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
PD-198306,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
WAY-600,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
WZ8040,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
SB-239063,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
SB-239063,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
7-HYDROXYSTAUROSPORINE,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
7-HYDROXYSTAUROSPORINE,drug_sample,PUTATIVE_TARGET,PDPK1,PI3K_AKT_MTOR
CH5132799,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
CH5132799,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
CH5132799,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
CH5132799,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
CH5132799,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
GSK2126458,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
GSK2126458,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
GSK2126458,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
GSK2126458,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
GSK2126458,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
CS-110266,drug_sample,PUTATIVE_TARGET,SLC6A3,ION_CHANNEL_TRANSPORTER
PD-184352,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
AV-412,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AV-412,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
PKI-179,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
PD-153035,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
CARIPORIDE,drug_sample,PUTATIVE_TARGET,SLC9A1,ION_CHANNEL_TRANSPORTER
TAK-285,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
RAF265,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
LUCITANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
LUCITANIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
LUCITANIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
BGT226,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
BGT226,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
BGT226,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
BGT226,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
AR-12,drug_sample,PUTATIVE_TARGET,PDPK1,PI3K_AKT_MTOR
CEP-32496,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
MEK162,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
MEK162,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
PD-407824,drug_sample,PUTATIVE_TARGET,WEE1,PARP_DNA_REPAIR_CHECKPOINT
CNX-2006,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
BI-78D3,drug_sample,PUTATIVE_TARGET,MAPK8,JNK_P38_STRESS_MAPK
XL388,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
TAK-632,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
DEFOROLIMUS,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
ZSTK-474,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
ZSTK-474,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
ZSTK-474,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
KW-2449,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
OSI-420,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
ORNITHINE,drug_sample,PUTATIVE_TARGET,SLC25A15,ION_CHANNEL_TRANSPORTER
ORNITHINE,drug_sample,PUTATIVE_TARGET,SLC25A2,ION_CHANNEL_TRANSPORTER
ORNITHINE,drug_sample,PUTATIVE_TARGET,SLC7A1,ION_CHANNEL_TRANSPORTER
ORNITHINE,drug_sample,PUTATIVE_TARGET,SLC7A2,ION_CHANNEL_TRANSPORTER
ORNITHINE,drug_sample,PUTATIVE_TARGET,SLC7A3,ION_CHANNEL_TRANSPORTER
ORNITHINE,drug_sample,PUTATIVE_TARGET,SLC7A4,ION_CHANNEL_TRANSPORTER
BIX-02188,drug_sample,PUTATIVE_TARGET,MAP2K5,MAP2K_MEK_ERK_RAF_CASCADE
ACETYLCYSTEINE,drug_sample,PUTATIVE_TARGET,SLC7A11,ION_CHANNEL_TRANSPORTER
CYCLOSPORINE,drug_sample,PUTATIVE_TARGET,ABCB11,ION_CHANNEL_TRANSPORTER
CYCLOSPORINE,drug_sample,PUTATIVE_TARGET,SLC10A1,ION_CHANNEL_TRANSPORTER
CYCLOSPORINE,drug_sample,PUTATIVE_TARGET,SLCO1B1,ION_CHANNEL_TRANSPORTER
CYCLOSPORINE,drug_sample,PUTATIVE_TARGET,SLCO1B3,ION_CHANNEL_TRANSPORTER
BAFETINIB,drug_sample,PUTATIVE_TARGET,LYN,SRC_LCK_NONRECEPTOR_TK
LY3023414,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
GS-9973,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
LORLATINIB,drug_sample,PUTATIVE_TARGET,ALK,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
GILTERITINIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
LY2606368,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
AZD6738,mechanisms,mechanism_of_action,Serine-protein kinase ATR inhibitor,PARP_DNA_REPAIR_CHECKPOINT
AZD7762,mechanisms,mechanism_of_action,Serine/threonine-protein kinase Chk1 inhibitor,PARP_DNA_REPAIR_CHECKPOINT
AZD8186,mechanisms,mechanism_of_action,PI3-kinase p110-beta subunit inhibitor,PI3K_AKT_MTOR
AZD8186,mechanisms,mechanism_of_action,PI3-kinase p110-delta subunit inhibitor,PI3K_AKT_MTOR
BOSUTINIB,mechanisms,mechanism_of_action,Tyrosine-protein kinase HCK inhibitor,SRC_LCK_NONRECEPTOR_TK
BOSUTINIB,mechanisms,mechanism_of_action,Tyrosine-protein kinase Lyn inhibitor,SRC_LCK_NONRECEPTOR_TK
BOSUTINIB,mechanisms,mechanism_of_action,Tyrosine-protein kinase SRC inhibitor,SRC_LCK_NONRECEPTOR_TK
DACTOLISIB,mechanisms,mechanism_of_action,PI3-kinase class I inhibitor,PI3K_AKT_MTOR
DACTOLISIB,mechanisms,mechanism_of_action,Serine/threonine-protein kinase mTOR inhibitor,PI3K_AKT_MTOR
DOCETAXEL,mechanisms,mechanism_of_action,Tubulin inhibitor,CELL_CYCLE_MITOSIS_KINASE
DORAMAPIMOD,mechanisms,mechanism_of_action,MAP kinase p38 alpha inhibitor,JNK_P38_STRESS_MAPK
GEFITINIB,mechanisms,mechanism_of_action,Epidermal growth factor receptor erbB1 inhibitor,ERBB_EGFR_FAMILY_RTK
LENALIDOMIDE,mechanisms,mechanism_of_action,CRL4(CRBN) E3 ubiquitin ligase inhibitor,PROTEOSTASIS
LESTAURTINIB,mechanisms,mechanism_of_action,Tyrosine-protein kinase receptor FLT3 inhibitor,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
LESTAURTINIB,mechanisms,mechanism_of_action,Tyrosine-protein kinase receptor RET inhibitor,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MK-2206,mechanisms,mechanism_of_action,Serine/threonine-protein kinase AKT inhibitor,PI3K_AKT_MTOR
MOTESANIB,mechanisms,mechanism_of_action,Tyrosine-protein kinase receptor RET inhibitor,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
NAVITOCLAX,mechanisms,mechanism_of_action,Apoptosis regulator Bcl-2 inhibitor,APOPTOSIS_BCL2
NAVITOCLAX,mechanisms,mechanism_of_action,Apoptosis regulator Bcl-W inhibitor,APOPTOSIS_BCL2
NAVITOCLAX,mechanisms,mechanism_of_action,Apoptosis regulator Bcl-X inhibitor,APOPTOSIS_BCL2
OLAPARIB,mechanisms,mechanism_of_action,"PARP 1, 2 and 3 inhibitor",PARP_DNA_REPAIR_CHECKPOINT
PD0325901,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
PD0325901,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
PICTILISIB,mechanisms,mechanism_of_action,PI3-kinase class I inhibitor,PI3K_AKT_MTOR
REFAMETINIB,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
REFAMETINIB,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
RUCAPARIB,mechanisms,mechanism_of_action,"PARP 1, 2 and 3 inhibitor",PARP_DNA_REPAIR_CHECKPOINT
SELUMETINIB,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
SELUMETINIB,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
TANESPIMYCIN,mechanisms,mechanism_of_action,Heat shock protein HSP90 inhibitor,PROTEOSTASIS
TRAMETINIB,mechanisms,mechanism_of_action,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,MAP2K_MEK_ERK_RAF_CASCADE
VELIPARIB,mechanisms,mechanism_of_action,"PARP 1, 2 and 3 inhibitor",PARP_DNA_REPAIR_CHECKPOINT
VORINOSTAT,mechanisms,mechanism_of_action,Histone deacetylase 1 inhibitor,CHROMATIN_EPIGENETIC
VORINOSTAT,mechanisms,mechanism_of_action,Histone deacetylase 2 inhibitor,CHROMATIN_EPIGENETIC
VORINOSTAT,mechanisms,mechanism_of_action,Histone deacetylase 3 inhibitor,CHROMATIN_EPIGENETIC
VORINOSTAT,mechanisms,mechanism_of_action,Histone deacetylase 6 inhibitor,CHROMATIN_EPIGENETIC
AFATINIB,targets,single_protein_pref_name,Casein kinase I isoform epsilon,SER_THR_KINASE_SIGNALING
AFATINIB,targets,single_protein_pref_name,Cyclin-G-associated kinase,SER_THR_KINASE_SIGNALING
AFATINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K_MEK_ERK_RAF_CASCADE
AFATINIB,targets,single_protein_pref_name,Ephrin type-A receptor 6,EPH_RECEPTOR_SIGNALING
AFATINIB,targets,single_protein_pref_name,Ephrin type-B receptor 6,EPH_RECEPTOR_SIGNALING
AFATINIB,targets,single_protein_pref_name,Epidermal growth factor receptor,ERBB_EGFR_FAMILY_RTK
AFATINIB,targets,single_protein_pref_name,Hepatocyte growth factor receptor,MET_HGF_RTK
AFATINIB,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 4,SER_THR_KINASE_SIGNALING
AFATINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 10,JNK_P38_STRESS_MAPK
AFATINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase Src,SRC_LCK_NONRECEPTOR_TK
AFATINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AFATINIB,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-2,ERBB_EGFR_FAMILY_RTK
AFATINIB,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-3,ERBB_EGFR_FAMILY_RTK
AFATINIB,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-4,ERBB_EGFR_FAMILY_RTK
AFATINIB,targets,single_protein_pref_name,Receptor-type tyrosine-protein kinase FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AFATINIB,targets,single_protein_pref_name,Sodium-dependent dopamine transporter,ION_CHANNEL_TRANSPORTER
AFATINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Blk,SRC_LCK_NONRECEPTOR_TK
AFATINIB,targets,single_protein_pref_name,Tyrosine-protein kinase FRK,SRC_LCK_NONRECEPTOR_TK
AFATINIB,targets,single_protein_pref_name,Tyrosine-protein kinase HCK,SRC_LCK_NONRECEPTOR_TK
AFATINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lck,SRC_LCK_NONRECEPTOR_TK
AFATINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lyn,SRC_LCK_NONRECEPTOR_TK
AFATINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor UFO,RTK_SIGNALING_BROAD
AFATINIB,targets,single_protein_pref_name,Voltage-gated inwardly rectifying potassium channel KCNH2,ION_CHANNEL_TRANSPORTER
AXITINIB,targets,single_protein_pref_name,Aurora kinase A,CELL_CYCLE_MITOSIS_KINASE
AXITINIB,targets,single_protein_pref_name,Aurora kinase B,CELL_CYCLE_MITOSIS_KINASE
AXITINIB,targets,single_protein_pref_name,Aurora kinase C,CELL_CYCLE_MITOSIS_KINASE
AXITINIB,targets,single_protein_pref_name,Bile salt export pump,ION_CHANNEL_TRANSPORTER
AXITINIB,targets,single_protein_pref_name,Casein kinase II subunit alpha',SER_THR_KINASE_SIGNALING
AXITINIB,targets,single_protein_pref_name,Cyclin-G-associated kinase,SER_THR_KINASE_SIGNALING
AXITINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Ephrin type-B receptor 6,EPH_RECEPTOR_SIGNALING
AXITINIB,targets,single_protein_pref_name,Epidermal growth factor receptor,ERBB_EGFR_FAMILY_RTK
AXITINIB,targets,single_protein_pref_name,Hepatocyte growth factor receptor,MET_HGF_RTK
AXITINIB,targets,single_protein_pref_name,Histone deacetylase 6,CHROMATIN_EPIGENETIC
AXITINIB,targets,single_protein_pref_name,Mast/stem cell growth factor receptor Kit,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 10,JNK_P38_STRESS_MAPK
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 12,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 19,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 20,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 3,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 4,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 9,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 1,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 3,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 4,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5,MAP2K_MEK_ERK_RAF_CASCADE
AXITINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,targets,single_protein_pref_name,Receptor-type tyrosine-protein kinase FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,targets,single_protein_pref_name,Sodium-dependent dopamine transporter,ION_CHANNEL_TRANSPORTER
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Blk,SRC_LCK_NONRECEPTOR_TK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fgr,SRC_LCK_NONRECEPTOR_TK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lck,SRC_LCK_NONRECEPTOR_TK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor Tie-1,RTK_SIGNALING_BROAD
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor UFO,RTK_SIGNALING_BROAD
AZD4547,targets,single_protein_pref_name,Aurora kinase B,CELL_CYCLE_MITOSIS_KINASE
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 11,MAP2K_MEK_ERK_RAF_CASCADE
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 20,MAP2K_MEK_ERK_RAF_CASCADE
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 1,MAP2K_MEK_ERK_RAF_CASCADE
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2,MAP2K_MEK_ERK_RAF_CASCADE
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 3,MAP2K_MEK_ERK_RAF_CASCADE
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5,MAP2K_MEK_ERK_RAF_CASCADE
AZD4547,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AZD6738,targets,single_protein_pref_name,Serine/threonine-protein kinase ATR,PARP_DNA_REPAIR_CHECKPOINT
AZD6738,targets,single_protein_pref_name,Serine/threonine-protein kinase mTOR,PI3K_AKT_MTOR
AZD7762,targets,single_protein_pref_name,Aurora kinase B,CELL_CYCLE_MITOSIS_KINASE
AZD7762,targets,single_protein_pref_name,Casein kinase II subunit alpha',SER_THR_KINASE_SIGNALING
AZD7762,targets,single_protein_pref_name,Cyclin-G-associated kinase,SER_THR_KINASE_SIGNALING
AZD7762,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K_MEK_ERK_RAF_CASCADE
AZD7762,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K_MEK_ERK_RAF_CASCADE
AZD7762,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K_MEK_ERK_RAF_CASCADE
AZD7762,targets,single_protein_pref_name,Epidermal growth factor receptor,ERBB_EGFR_FAMILY_RTK
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 11,MAP2K_MEK_ERK_RAF_CASCADE
