feature,raw_token,assigned_theme,theme_mapping_status
rawtok_BACE1,BACE1,UNMAPPED,unmapped
rawtok_BAX,BAX,APOPTOSIS_BCL2,mapped
rawtok_BAX_ACTIVATOR,BAX ACTIVATOR,APOPTOSIS_BCL2,mapped
rawtok_BCHE,BCHE,UNMAPPED,unmapped
rawtok_BCL_2_SELECTIVE,BCL-2 SELECTIVE,APOPTOSIS_BCL2,mapped
rawtok_BCL_2_LIKE_PROTEIN_1,BCL-2-LIKE PROTEIN 1,APOPTOSIS_BCL2,mapped
rawtok_BCL_2_LIKE_PROTEIN_2,BCL-2-LIKE PROTEIN 2,APOPTOSIS_BCL2,mapped
rawtok_BCL_B,BCL-B,UNMAPPED,unmapped
rawtok_BCL2_ASSOCIATED_AGONIST_OF_CELL_DEATH,BCL2-ASSOCIATED AGONIST OF CELL DEATH,APOPTOSIS_BCL2,mapped
rawtok_BCR_ABL,BCR-ABL,UNMAPPED,unmapped
rawtok_BET,BET,CHROMATIN_EPIGENETIC,mapped
rawtok_BETA_2_ADRENERGIC_RECEPTOR,BETA-2 ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_BETA_SECRETASE_1,BETA-SECRETASE 1,UNMAPPED,unmapped
rawtok_BGLAP,BGLAP,UNMAPPED,unmapped
rawtok_BIFUNCTIONAL_EPOXIDE_HYDROLASE_2,BIFUNCTIONAL EPOXIDE HYDROLASE 2,UNMAPPED,unmapped
rawtok_BIFUNCTIONAL_PURINE_BIOSYNTHESIS_PROTEIN_ATIC,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN ATIC,UNMAPPED,unmapped
rawtok_BIGUANIDE_AGENT,BIGUANIDE AGENT,UNMAPPED,unmapped
rawtok_BILE_ACID_RECEPTOR,BILE ACID RECEPTOR,UNMAPPED,unmapped
rawtok_BIRC3,BIRC3,UNMAPPED,unmapped
rawtok_BIRC7,BIRC7,UNMAPPED,unmapped
rawtok_BLVRA,BLVRA,UNMAPPED,unmapped
rawtok_BLVRB,BLVRB,UNMAPPED,unmapped
rawtok_BMP,BMP,UNMAPPED,unmapped
rawtok_BMP1,BMP1,UNMAPPED,unmapped
rawtok_BOMBESIN_RECEPTOR_SUBTYPE_3,BOMBESIN RECEPTOR SUBTYPE-3,UNMAPPED,unmapped
rawtok_BONE_MORPHOGENETIC_PROTEIN_RECEPTOR_TYPE_1A,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-1A,UNMAPPED,unmapped
rawtok_BROAD_SPECTRUM_KINASE_INHIBITOR,BROAD SPECTRUM KINASE INHIBITOR,UNMAPPED,unmapped
rawtok_BROMODOMAIN_CONTAINING_PROTEIN_2,BROMODOMAIN-CONTAINING PROTEIN 2,UNMAPPED,unmapped
rawtok_BROMODOMAIN_CONTAINING_PROTEIN_3,BROMODOMAIN-CONTAINING PROTEIN 3,UNMAPPED,unmapped
rawtok_BRPF1B,BRPF1B,UNMAPPED,unmapped
rawtok_C_FGR,C-FGR,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_CA3,CA3,UNMAPPED,unmapped
rawtok_CACNA1A,CACNA1A,UNMAPPED,unmapped
rawtok_CACNA1B,CACNA1B,UNMAPPED,unmapped
rawtok_CACNA2D2,CACNA2D2,UNMAPPED,unmapped
rawtok_CACNA2D3,CACNA2D3,UNMAPPED,unmapped
rawtok_CALCA,CALCA,UNMAPPED,unmapped
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_IV,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE IV,UNMAPPED,unmapped
rawtok_CALM1,CALM1,UNMAPPED,unmapped
rawtok_CAMK1D,CAMK1D,UNMAPPED,unmapped
rawtok_CAMK2,CAMK2,UNMAPPED,unmapped
rawtok_CAMK2G,CAMK2G,UNMAPPED,unmapped
rawtok_CAMLG,CAMLG,UNMAPPED,unmapped
rawtok_CAMP_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT ALPHA,UNMAPPED,unmapped
rawtok_CAMP_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT_BETA,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT BETA,UNMAPPED,unmapped
rawtok_CANNABINOID_RECEPTOR_1,CANNABINOID RECEPTOR 1,UNMAPPED,unmapped
rawtok_CANT1,CANT1,UNMAPPED,unmapped
rawtok_CAPN1,CAPN1,UNMAPPED,unmapped
rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA,CASEIN KINASE I ISOFORM ALPHA,SER_THR_KINASE_SIGNALING,mapped
rawtok_CASEIN_KINASE_I_ISOFORM_GAMMA_2,CASEIN KINASE I ISOFORM GAMMA-2,SER_THR_KINASE_SIGNALING,mapped
rawtok_CASEIN_KINASE_II_SUBUNIT_BETA,CASEIN KINASE II SUBUNIT BETA,SER_THR_KINASE_SIGNALING,mapped
rawtok_CATSPER1,CATSPER1,UNMAPPED,unmapped
rawtok_CATSPER2,CATSPER2,UNMAPPED,unmapped
rawtok_CATSPER3,CATSPER3,UNMAPPED,unmapped
rawtok_CATSPER4,CATSPER4,UNMAPPED,unmapped
rawtok_CCKAR,CCKAR,UNMAPPED,unmapped
rawtok_CCKBR,CCKBR,UNMAPPED,unmapped
rawtok_CCL7,CCL7,UNMAPPED,unmapped
rawtok_CCL8,CCL8,UNMAPPED,unmapped
rawtok_CCND1,CCND1,UNMAPPED,unmapped
rawtok_CCR1,CCR1,UNMAPPED,unmapped
rawtok_CCR4,CCR4,UNMAPPED,unmapped
rawtok_CDA,CDA,UNMAPPED,unmapped
rawtok_CDC25A,CDC25A,UNMAPPED,unmapped
rawtok_CDC25B,CDC25B,UNMAPPED,unmapped
rawtok_CDC25C,CDC25C,UNMAPPED,unmapped
rawtok_CDC42BPA,CDC42BPA,UNMAPPED,unmapped
rawtok_CDK,CDK,CELL_CYCLE_MITOSIS_KINASE,mapped
rawtok_CDK6_CYCLIN_D1_INHIBITOR,CDK6/CYCLIN D1 INHIBITOR,UNMAPPED,unmapped
rawtok_CDK8,CDK8,UNMAPPED,unmapped
rawtok_CDKN1A,CDKN1A,UNMAPPED,unmapped
rawtok_CECR2,CECR2,UNMAPPED,unmapped
rawtok_CELLULAR_TUMOR_ANTIGEN_P53,CELLULAR TUMOR ANTIGEN P53,UNMAPPED,unmapped
rawtok_CENPE,CENPE,UNMAPPED,unmapped
rawtok_CES1,CES1,UNMAPPED,unmapped
rawtok_CGMP_DEPENDENT_PROTEIN_KINASE_1,CGMP-DEPENDENT PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_CGMP_DEPENDENT_PROTEIN_KINASE_2,CGMP-DEPENDENT PROTEIN KINASE 2,UNMAPPED,unmapped
rawtok_CGMP_SPECIFIC_3_5_CYCLIC_PHOSPHODIESTERASE,"CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE",UNMAPPED,unmapped
rawtok_CHAT,CHAT,UNMAPPED,unmapped
rawtok_CHD1,CHD1,UNMAPPED,unmapped
rawtok_CHIT1,CHIT1,UNMAPPED,unmapped
rawtok_CHOLECYSTOKININ_RECEPTOR_TYPE_A,CHOLECYSTOKININ RECEPTOR TYPE A,UNMAPPED,unmapped
rawtok_CHRNA10,CHRNA10,UNMAPPED,unmapped
rawtok_CHRNA3,CHRNA3,UNMAPPED,unmapped
rawtok_CHRNA4,CHRNA4,UNMAPPED,unmapped
rawtok_CHRNA5,CHRNA5,UNMAPPED,unmapped
rawtok_CHRNA6,CHRNA6,UNMAPPED,unmapped
rawtok_CHRNA9,CHRNA9,UNMAPPED,unmapped
rawtok_CHRNB2,CHRNB2,UNMAPPED,unmapped
rawtok_CHRNB3,CHRNB3,UNMAPPED,unmapped
rawtok_CHRNB4,CHRNB4,UNMAPPED,unmapped
rawtok_CIAP,CIAP,UNMAPPED,unmapped
rawtok_CIAP1,CIAP1,UNMAPPED,unmapped
rawtok_CIAP2,CIAP2,UNMAPPED,unmapped
rawtok_CKB,CKB,UNMAPPED,unmapped
rawtok_CKM,CKM,UNMAPPED,unmapped
rawtok_CKMT1A,CKMT1A,UNMAPPED,unmapped
rawtok_CKMT2,CKMT2,UNMAPPED,unmapped
rawtok_CLCN2,CLCN2,UNMAPPED,unmapped
rawtok_CLK4,CLK4,UNMAPPED,unmapped
rawtok_CMA1,CMA1,UNMAPPED,unmapped
rawtok_COL1A1,COL1A1,UNMAPPED,unmapped
rawtok_COMT,COMT,UNMAPPED,unmapped
rawtok_CP11A,CP11A,UNMAPPED,unmapped
rawtok_CPT1A,CPT1A,UNMAPPED,unmapped
rawtok_CRAF,CRAF,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_CREB_BINDING_PROTEIN,CREB-BINDING PROTEIN,UNMAPPED,unmapped
rawtok_CREB1,CREB1,UNMAPPED,unmapped
rawtok_CRL4_CRBN_E3_UBIQUITIN_LIGASE_INHIBITOR,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,PROTEOSTASIS,mapped
rawtok_CSK,CSK,UNMAPPED,unmapped
rawtok_CSNK1A1,CSNK1A1,UNMAPPED,unmapped
rawtok_CSNK1D,CSNK1D,UNMAPPED,unmapped
rawtok_CSNK2A1,CSNK2A1,UNMAPPED,unmapped
rawtok_CSNK2A2,CSNK2A2,UNMAPPED,unmapped
rawtok_CTNNB1,CTNNB1,UNMAPPED,unmapped
rawtok_CTPS1,CTPS1,UNMAPPED,unmapped
rawtok_CTSG,CTSG,UNMAPPED,unmapped
rawtok_CTSK,CTSK,UNMAPPED,unmapped
rawtok_CTSL,CTSL,UNMAPPED,unmapped
rawtok_CXCL8,CXCL8,UNMAPPED,unmapped
rawtok_CXCR3,CXCR3,UNMAPPED,unmapped
rawtok_CXCR4,CXCR4,UNMAPPED,unmapped
rawtok_CYCLIN_D1_INHIBITOR,CYCLIN D1 INHIBITOR,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_18,CYCLIN-DEPENDENT KINASE 18,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_4_CYCLIN_D1_INHIBITOR,CYCLIN-DEPENDENT KINASE 4/CYCLIN D1 INHIBITOR,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_1,CYCLIN-DEPENDENT KINASE-LIKE 1,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_3,CYCLIN-DEPENDENT KINASE-LIKE 3,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_5,CYCLIN-DEPENDENT KINASE-LIKE 5,UNMAPPED,unmapped
rawtok_CYCS,CYCS,UNMAPPED,unmapped
rawtok_CYP11A1,CYP11A1,UNMAPPED,unmapped
rawtok_CYP11B2,CYP11B2,UNMAPPED,unmapped
rawtok_CYP1A1,CYP1A1,UNMAPPED,unmapped
rawtok_CYP1A2,CYP1A2,UNMAPPED,unmapped
rawtok_CYP1B1,CYP1B1,UNMAPPED,unmapped
rawtok_CYP21A2,CYP21A2,UNMAPPED,unmapped
rawtok_CYP27B1,CYP27B1,UNMAPPED,unmapped
rawtok_CYP2E1,CYP2E1,UNMAPPED,unmapped
rawtok_CYP3A43,CYP3A43,UNMAPPED,unmapped
rawtok_CYP51A1,CYP51A1,UNMAPPED,unmapped
rawtok_CYSLTR1,CYSLTR1,UNMAPPED,unmapped
rawtok_CYTH2,CYTH2,UNMAPPED,unmapped
rawtok_CYTOCHROME_P450_2B6,CYTOCHROME P450 2B6,UNMAPPED,unmapped
rawtok_CYTOCHROME_P450_2C19,CYTOCHROME P450 2C19,UNMAPPED,unmapped
rawtok_CYTOCHROME_P450_2C8,CYTOCHROME P450 2C8,UNMAPPED,unmapped
rawtok_CYTOCHROME_P450_2D6,CYTOCHROME P450 2D6,UNMAPPED,unmapped
rawtok_D_4_DOPAMINE_RECEPTOR,D(4) DOPAMINE RECEPTOR,UNMAPPED,unmapped
rawtok_DBH,DBH,UNMAPPED,unmapped
rawtok_DCK,DCK,UNMAPPED,unmapped
rawtok_DCN,DCN,UNMAPPED,unmapped
rawtok_DDC,DDC,UNMAPPED,unmapped
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_2,DEATH-ASSOCIATED PROTEIN KINASE 2,UNMAPPED,unmapped
rawtok_DEGRADER,DEGRADER,UNMAPPED,unmapped
rawtok_DGAT2,DGAT2,UNMAPPED,unmapped
rawtok_DHPS,DHPS,UNMAPPED,unmapped
rawtok_DIHYDROFOLATE_REDUCTASE,DIHYDROFOLATE REDUCTASE,UNMAPPED,unmapped
rawtok_DIHYDROFOLATE_REDUCTASE_DHFR,DIHYDROFOLATE REDUCTASE (DHFR),UNMAPPED,unmapped
rawtok_DIHYDROFOLATE_REDUCTASE_INHIBITOR,DIHYDROFOLATE REDUCTASE INHIBITOR,UNMAPPED,unmapped
rawtok_DKK1,DKK1,UNMAPPED,unmapped
rawtok_DLD,DLD,UNMAPPED,unmapped
rawtok_DLG4,DLG4,UNMAPPED,unmapped
rawtok_DMPK,DMPK,UNMAPPED,unmapped
rawtok_DNA_DAMAGE,DNA DAMAGE,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_DNA_INHIBITOR,DNA INHIBITOR,UNMAPPED,unmapped
rawtok_DNA_METHYLTRANSFERASES,DNA METHYLTRANSFERASES,UNMAPPED,unmapped
rawtok_DNA_POLYMERASE_ALPHA_CATALYTIC_SUBUNIT,DNA POLYMERASE ALPHA CATALYTIC SUBUNIT,UNMAPPED,unmapped
rawtok_DNA_TOPOISOMERASE_1,DNA TOPOISOMERASE 1,UNMAPPED,unmapped
rawtok_DNA_TOPOISOMERASE_2_BETA,DNA TOPOISOMERASE 2-BETA,UNMAPPED,unmapped
rawtok_DNA_TOPOISOMERASE_I_INHIBITOR,DNA TOPOISOMERASE I INHIBITOR,UNMAPPED,unmapped
rawtok_DOUBLE_STRAND_BREAK_REPAIR_PROTEIN_MRE11,DOUBLE-STRAND BREAK REPAIR PROTEIN MRE11,UNMAPPED,unmapped
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_MEK1_2_INHIBITO,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE; MEK1/2 INHIBITOR,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK3,DUAL SPECIFICITY PROTEIN KINASE CLK3,UNMAPPED,unmapped
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_3,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 3,UNMAPPED,unmapped
rawtok_DYRK1A,DYRK1A,UNMAPPED,unmapped
rawtok_DYRK1B,DYRK1B,UNMAPPED,unmapped
rawtok_E3_UBIQUITIN_PROTEIN_LIGASE_MDM2,E3 UBIQUITIN-PROTEIN LIGASE MDM2,PROTEOSTASIS,mapped
rawtok_EBP,EBP,UNMAPPED,unmapped
rawtok_EDNRB,EDNRB,UNMAPPED,unmapped
rawtok_EEF2,EEF2,UNMAPPED,unmapped
rawtok_EEF2K,EEF2K,UNMAPPED,unmapped
rawtok_EG5,EG5,UNMAPPED,unmapped
rawtok_EGLN1,EGLN1,UNMAPPED,unmapped
rawtok_EGLN2,EGLN2,UNMAPPED,unmapped
rawtok_EIF2A,EIF2A,UNMAPPED,unmapped
rawtok_EIF4E,EIF4E,UNMAPPED,unmapped
rawtok_EIF4G1,EIF4G1,UNMAPPED,unmapped
rawtok_EMOPAMIL_BINDING_PROTEIN_LIKE,EMOPAMIL-BINDING PROTEIN-LIKE,UNMAPPED,unmapped
rawtok_ENDOTHELIN_1_RECEPTOR_EDNRA,ENDOTHELIN-1 RECEPTOR (EDNRA),UNMAPPED,unmapped
rawtok_ENOX2,ENOX2,UNMAPPED,unmapped
rawtok_ENPP1,ENPP1,UNMAPPED,unmapped
rawtok_EPHA1,EPHA1,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA10,EPHA10,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA3,EPHA3,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA4,EPHA4,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA5,EPHA5,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA6,EPHA6,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA7,EPHA7,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHA8,EPHA8,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHB1,EPHB1,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHB2,EPHB2,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHB3,EPHB3,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHB6,EPHB6,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHRINS,EPHRINS,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_ERBB1_INHIBITOR,EPIDERMAL GROWTH FACTOR RECEPTOR ERBB1 INHIBITOR,ERBB_EGFR_FAMILY_RTK,mapped
rawtok_ESR,ESR,UNMAPPED,unmapped
rawtok_ESTROGEN_RECEPTOR_ALPHA_ANTAGONIST,ESTROGEN RECEPTOR ALPHA ANTAGONIST,UNMAPPED,unmapped
rawtok_ESTROGEN_RECEPTOR_DEGRADER,ESTROGEN RECEPTOR DEGRADER,UNMAPPED,unmapped
rawtok_ESTROGEN_RELATED_RECEPTOR_GAMMA,ESTROGEN-RELATED RECEPTOR GAMMA,UNMAPPED,unmapped
rawtok_ETS_TRANSLOCATION_VARIANT_1,ETS TRANSLOCATION VARIANT 1,UNMAPPED,unmapped
rawtok_EUKARYOTIC_PEPTIDE_CHAIN_RELEASE_FACTOR_GTP_BINDING_SUBUNIT_ERF3B,EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR GTP-BINDING SUBUNIT ERF3B,UNMAPPED,unmapped
rawtok_EWS_FLI1_PROTEIN,EWS-FLI1 PROTEIN,UNMAPPED,unmapped
rawtok_F2RL1,F2RL1,UNMAPPED,unmapped
rawtok_F7,F7,UNMAPPED,unmapped
rawtok_F9,F9,UNMAPPED,unmapped
rawtok_FAK,FAK,UNMAPPED,unmapped
rawtok_FAK1,FAK1,UNMAPPED,unmapped
rawtok_FAK2,FAK2,UNMAPPED,unmapped
rawtok_FAS,FAS,UNMAPPED,unmapped
rawtok_FEN1,FEN1,UNMAPPED,unmapped
rawtok_FGF1,FGF1,UNMAPPED,unmapped
rawtok_FGF2,FGF2,UNMAPPED,unmapped
rawtok_FGFR,FGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped
rawtok_FGRF1,FGRF1,UNMAPPED,unmapped
rawtok_FLT2,FLT2,UNMAPPED,unmapped
rawtok_FNTB,FNTB,UNMAPPED,unmapped
rawtok_FOLATE_RECEPTOR_ALPHA,FOLATE RECEPTOR ALPHA,UNMAPPED,unmapped
rawtok_FOLATE_RECEPTOR_BETA,FOLATE RECEPTOR BETA,UNMAPPED,unmapped
rawtok_FOLYLPOLYGLUTAMATE_SYNTHASE_MITOCHONDRIAL,"FOLYLPOLYGLUTAMATE SYNTHASE, MITOCHONDRIAL",UNMAPPED,unmapped
rawtok_FOXM1,FOXM1,UNMAPPED,unmapped
rawtok_FPGS,FPGS,UNMAPPED,unmapped
rawtok_FPR1,FPR1,UNMAPPED,unmapped
rawtok_FXR,FXR,UNMAPPED,unmapped
rawtok_G_QUADRUPLEX_STABILISER,G-QUADRUPLEX STABILISER,UNMAPPED,unmapped
rawtok_G6PD,G6PD,UNMAPPED,unmapped
rawtok_G9A_AND_GLP_METHYLTRANSFERASES,G9A AND GLP METHYLTRANSFERASES,UNMAPPED,unmapped
rawtok_GAD2,GAD2,UNMAPPED,unmapped
rawtok_GADD34,GADD34,UNMAPPED,unmapped
rawtok_GALE,GALE,UNMAPPED,unmapped
rawtok_GAMMA_SECRETASE,GAMMA-SECRETASE,UNMAPPED,unmapped
rawtok_GAMMA_SECRETASE_INHIBITOR,GAMMA-SECRETASE INHIBITOR,UNMAPPED,unmapped
rawtok_GART,GART,UNMAPPED,unmapped
rawtok_GASTRIN_CHOLECYSTOKININ_TYPE_B_RECEPTOR,GASTRIN/CHOLECYSTOKININ TYPE B RECEPTOR,UNMAPPED,unmapped
rawtok_GBF1,GBF1,UNMAPPED,unmapped
rawtok_GCLM,GCLM,UNMAPPED,unmapped
rawtok_GGCX,GGCX,UNMAPPED,unmapped
rawtok_GJA10,GJA10,UNMAPPED,unmapped
rawtok_GJA3,GJA3,UNMAPPED,unmapped
rawtok_GJA4,GJA4,UNMAPPED,unmapped
rawtok_GJA5,GJA5,UNMAPPED,unmapped
rawtok_GJA8,GJA8,UNMAPPED,unmapped
rawtok_GJA9,GJA9,UNMAPPED,unmapped
rawtok_GJB1,GJB1,UNMAPPED,unmapped
rawtok_GJB2,GJB2,UNMAPPED,unmapped
rawtok_GJB3,GJB3,UNMAPPED,unmapped
rawtok_GJB4,GJB4,UNMAPPED,unmapped
rawtok_GJB5,GJB5,UNMAPPED,unmapped
rawtok_GJB6,GJB6,UNMAPPED,unmapped
rawtok_GJB7,GJB7,UNMAPPED,unmapped
rawtok_GJC1,GJC1,UNMAPPED,unmapped
rawtok_GJC2,GJC2,UNMAPPED,unmapped
rawtok_GJC3,GJC3,UNMAPPED,unmapped
rawtok_GJD2,GJD2,UNMAPPED,unmapped
rawtok_GJD3,GJD3,UNMAPPED,unmapped
rawtok_GJD4,GJD4,UNMAPPED,unmapped
rawtok_GJE1,GJE1,UNMAPPED,unmapped
rawtok_GLO1,GLO1,UNMAPPED,unmapped
rawtok_GLRA3,GLRA3,UNMAPPED,unmapped
rawtok_GLS,GLS,UNMAPPED,unmapped
rawtok_GLUD1,GLUD1,UNMAPPED,unmapped
rawtok_GLYCOLYSIS,GLYCOLYSIS,UNMAPPED,unmapped
rawtok_GNAS,GNAS,UNMAPPED,unmapped
rawtok_GNRHR2,GNRHR2,UNMAPPED,unmapped
rawtok_GPR97,GPR97,UNMAPPED,unmapped
rawtok_GPRC6A,GPRC6A,UNMAPPED,unmapped
rawtok_GPT,GPT,UNMAPPED,unmapped
rawtok_GPT2,GPT2,UNMAPPED,unmapped
rawtok_GRIA2,GRIA2,UNMAPPED,unmapped
rawtok_GRIA3,GRIA3,UNMAPPED,unmapped
rawtok_GRIA4,GRIA4,UNMAPPED,unmapped
rawtok_GRIN3B,GRIN3B,UNMAPPED,unmapped
rawtok_GRM2,GRM2,UNMAPPED,unmapped
rawtok_GRM3,GRM3,UNMAPPED,unmapped
rawtok_GROWTH_HORMONE_RELEASING_HORMONE_RECEPTOR,GROWTH HORMONE-RELEASING HORMONE RECEPTOR,UNMAPPED,unmapped
rawtok_GRPR,GRPR,UNMAPPED,unmapped
rawtok_GSK3,GSK3,SER_THR_KINASE_SIGNALING,mapped
rawtok_GSR,GSR,UNMAPPED,unmapped
rawtok_GSS,GSS,UNMAPPED,unmapped
rawtok_GUCY1A2,GUCY1A2,UNMAPPED,unmapped
rawtok_GUCY1A3,GUCY1A3,UNMAPPED,unmapped
rawtok_GUCY1B2,GUCY1B2,UNMAPPED,unmapped
rawtok_GUCY1B3,GUCY1B3,UNMAPPED,unmapped
rawtok_HCAR3,HCAR3,UNMAPPED,unmapped
rawtok_HCRTR1,HCRTR1,UNMAPPED,unmapped
rawtok_HCRTR2,HCRTR2,UNMAPPED,unmapped
rawtok_HDAC_INHIBITOR_CLASS_I,HDAC INHIBITOR CLASS I,CHROMATIN_EPIGENETIC,mapped
rawtok_HDAC1_10,HDAC1-10,UNMAPPED,unmapped
rawtok_HEAT_SHOCK_PROTEIN_75_KDA_MITOCHONDRIAL,"HEAT SHOCK PROTEIN 75 KDA, MITOCHONDRIAL",UNMAPPED,unmapped
rawtok_HEAT_SHOCK_PROTEIN_BETA_1,HEAT SHOCK PROTEIN BETA-1,UNMAPPED,unmapped
rawtok_HEAT_SHOCK_PROTEIN_HSP_90_ALPHA,HEAT SHOCK PROTEIN HSP 90-ALPHA,UNMAPPED,unmapped
rawtok_HEAT_SHOCK_PROTEIN_HSP_90_BETA,HEAT SHOCK PROTEIN HSP 90-BETA,UNMAPPED,unmapped
rawtok_HEAT_SHOCK_PROTEIN_HSP90_INHIBITOR,HEAT SHOCK PROTEIN HSP90 INHIBITOR,PROTEOSTASIS,mapped
rawtok_HIF_PH,HIF-PH,UNMAPPED,unmapped
rawtok_HIGH_MOBILITY_GROUP_PROTEIN_B1,HIGH MOBILITY GROUP PROTEIN B1,UNMAPPED,unmapped
rawtok_HIPK2,HIPK2,UNMAPPED,unmapped
rawtok_HIPK3,HIPK3,UNMAPPED,unmapped
rawtok_HISTONE_DEACETYLASE_1,HISTONE DEACETYLASE 1,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_1_INHIBITOR,HISTONE DEACETYLASE 1 INHIBITOR,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_11,HISTONE DEACETYLASE 11,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_2,HISTONE DEACETYLASE 2,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_2_INHIBITOR,HISTONE DEACETYLASE 2 INHIBITOR,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_3,HISTONE DEACETYLASE 3,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_3_INHIBITOR,HISTONE DEACETYLASE 3 INHIBITOR,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_4,HISTONE DEACETYLASE 4,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_5,HISTONE DEACETYLASE 5,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_6_INHIBITOR,HISTONE DEACETYLASE 6 INHIBITOR,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_7,HISTONE DEACETYLASE 7,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_8,HISTONE DEACETYLASE 8,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_DEACETYLASE_9,HISTONE DEACETYLASE 9,CHROMATIN_EPIGENETIC,mapped
rawtok_HISTONE_LYSINE_N_METHYLTRANSFERASE_SETD7,HISTONE-LYSINE N-METHYLTRANSFERASE SETD7,CHROMATIN_EPIGENETIC,mapped
rawtok_HPD,HPD,UNMAPPED,unmapped
rawtok_HRAS,HRAS,UNMAPPED,unmapped
rawtok_HRH3,HRH3,UNMAPPED,unmapped
rawtok_HRH4,HRH4,UNMAPPED,unmapped
rawtok_HSD17B1,HSD17B1,UNMAPPED,unmapped
rawtok_HSD17B4,HSD17B4,UNMAPPED,unmapped
rawtok_HSP90AB1,HSP90AB1,UNMAPPED,unmapped
rawtok_HSPA1A,HSPA1A,UNMAPPED,unmapped
rawtok_HSPA5,HSPA5,UNMAPPED,unmapped
rawtok_HSPB1,HSPB1,UNMAPPED,unmapped
rawtok_HTR3B,HTR3B,UNMAPPED,unmapped
rawtok_HTR5A,HTR5A,UNMAPPED,unmapped
rawtok_IAP1,IAP1,UNMAPPED,unmapped
